,Rank,Name,Net Worth,Age,Source,Category
2331,2263.,George Alexander Muthoot,$1.3 B,65,financial services,Finance & Investments
2332,2263.,George Jacob Muthoot,$1.3 B,68,financial services,Finance & Investments
2333,2263.,George Thomas Muthoot,$1.3 B,70,financial services,Finance & Investments
2334,2263.,Ranjan Pai,$1.3 B,48,education,Service
2335,2263.,Antonio Percassi,$1.3 B,67,"real estate, diversified",Diversified
2336,2263.,Stefan Pierer,$1.3 B,64,automotive,Automotive
2337,2263.,Qiu Minxiu,$1.3 B,75,semiconductors,Technology
2338,2263.,Lily Safra,$1.3 B,83,banking,Finance & Investments
2339,2263.,Nobutada Saji,$1.3 B,75,beverages,Food & Beverage
2340,2263.,Thomas Sandell,$1.3 B,60,hedge funds,Finance & Investments
2341,2263.,Penny Sanford,$1.3 B,55,real estate brokerage,Real Estate
2342,2263.,Ilya Scherbovich,$1.3 B,46,investments,Finance & Investments
2343,2263.,Gerald Schwartz,$1.3 B,79,finance,Finance & Investments
2344,2263.,Anatoly Sedykh,$1.3 B,56,steel pipes,Metals & Mining
2345,2263.,Radik Shaimiev,$1.3 B,56,"refinery, chemicals",Energy
2346,2263.,Shao Xiaofeng,$1.3 B,55,e-commerce,Technology
2347,2263.,Shi Xu,$1.3 B,57,technology,Technology
2348,2263.,Shin Chang-jae,$1.3 B,67,insurance,Finance & Investments
2349,2263.,Ron Sim,$1.3 B,62,retail,Fashion & Retail
2350,2263.,Jasminder Singh & family,$1.3 B,70,hotels,Real Estate
2351,2263.,Jared Smith,$1.3 B,46,cloud computing,Technology
2352,2263.,Terry Snow,$1.3 B,77,"airports, real estate",Real Estate
2353,2263.,Petter Stordalen & family,$1.3 B,58,hotels,Service
2354,2263.,Dirk Stroeer,$1.3 B,52,advertising,Media & Entertainment
2355,2263.,Satoshi Suzuki,$1.3 B,67,cosmetics,Fashion & Retail
2356,2263.,Tang Zhuang,$1.3 B,48,electronics,Technology
2357,2263.,Joop van den Ende,$1.3 B,79,TV shows,Media & Entertainment
2358,2263.,Masaru Wasami,$1.3 B,75,logistics,Logistics
2359,2263.,Wei Shaojun,$1.3 B,58,real estate,Real Estate
2360,2263.,Farris Wilks,$1.3 B,69,natural gas,Energy
2361,2263.,Whitney Wolfe Herd,$1.3 B,31,dating app,Technology
2362,2263.,Wu Yonghua,$1.3 B,50,apparel,Fashion & Retail
2363,2263.,Xia Shudong,$1.3 B,48,IT service,Technology
2364,2263.,Xiong Jun & family,$1.3 B,47,pharmaceuticals,Healthcare
2365,2263.,Xu Guangfu & family,$1.3 B,78,Daqo Group,Energy
2366,2263.,Yang Keng,$1.3 B,60,real estate,Real Estate
2367,2263.,Luis Enrique Yarur Rey,$1.3 B,70,banking,Finance & Investments
2368,2263.,Ye Qiongjiu,$1.3 B,66,software,Technology
2369,2263.,Yeh Kuo-I,$1.3 B,79,manufacturing,Manufacturing
2370,2263.,Yu Bangping & family,$1.3 B,53,coal mining,Metals & Mining
2371,2263.,Yu Jinkun & family,$1.3 B,78,transportation equipment,Manufacturing
2372,2263.,Patrick Zalupski,$1.3 B,40,homebuilding,Real Estate
2373,2263.,Zhang Gongyun,$1.3 B,58,tyre manufacturing machinery,Manufacturing
2374,2263.,Zhou Chengjian,$1.3 B,55,fashion retail,Fashion & Retail
2375,2263.,Zhou Xiayun & family,$1.3 B,66,Education,Service
2376,2263.,Zhu Tao,$1.3 B,48,pharmaceutical,Healthcare
2377,2378.,Aras Agalarov,$1.2 B,65,real estate,Fashion & Retail
2378,2378.,Syed Mokhtar AlBukhary,$1.2 B,69,"engineering, energy, construction",Construction & Engineering
2379,2378.,Anant Asavabhokin,$1.2 B,70,real estate,Real Estate
2380,2378.,Thomas Bailey,$1.2 B,84,money management,Finance & Investments
2381,2378.,Shay Banon,$1.2 B,43,search engine,Technology
2382,2378.,Sachin Bansal,$1.2 B,39,flipkart,Fashion & Retail
2383,2378.,Christian Bertermann,$1.2 B,37,used car sales,Automotive
2384,2378.,Cao Kejian,$1.2 B,58,air compressors,Manufacturing
2385,2378.,Edouard Carmignac,$1.2 B,73,asset management,Finance & Investments
2386,2378.,Chen Gang,$1.2 B,53,solar energy,Energy
2387,2378.,Chen Tianqiao,$1.2 B,47,online games,Technology
2388,2378.,Henry Cheng,$1.2 B,74,diversified,Diversified
2389,2378.,Will Wei Cheng,$1.2 B,38,ride-hailing service,Service
2390,2378.,Chey Ki-won,$1.2 B,56,"computer services, telecom",Technology
2391,2378.,Chua Thian Poh,$1.2 B,72,real estate,Real Estate
2392,2378.,Ronald Clarke,$1.2 B,65,payments technology,Technology
2393,2378.,Sandor Csanyi,$1.2 B,68,"finance, real estate",Diversified
2394,2378.,Diego Della Valle,$1.2 B,67,shoes,Fashion & Retail
2395,2378.,Deng Hui & family,$1.2 B,58,software,Technology
2396,2378.,Carl DeSantis,$1.2 B,81,energy drink,Food & Beverage
2397,2378.,Mathias Doepfner,$1.2 B,58,Media,Media & Entertainment
2398,2378.,Aydin Dogan,$1.2 B,84,media,Media & Entertainment
2399,2378.,Marek Dospiva,$1.2 B,51,investments,Finance & Investments
